2008-05-11,2008-05-27,2357
2009-03-07,2010-06-30,2080
2013-06-21,2014-03-20,4510
2004-06-19,2009-12-06,11655
2008-06-07,2008-06-15,52
2008-07-21,2008-08-14,1961
2007-12-30,2016-04-21,97342
2014-11-03,2017-03-09,2272
2004-09-10,2007-05-14,4020
2003-05-03,2018-09-26,40209
2004-10-18,2009-12-22,17467
2006-02-07,2008-07-29,5115
2008-10-03,2010-08-09,650
2011-10-22,2014-10-30,60975
2011-12-09,2014-05-26,24065
2007-02-20,2019-12-04,12906
2004-09-04,2005-08-04,4368
2005-01-01,2006-09-16,9002
2006-08-29,2009-04-19,35403
2006-12-16,2007-01-29,2933
2007-02-10,2008-03-27,1560
2011-09-28,2012-02-22,736
2011-12-07,2011-12-07,672
2014-05-27,2014-08-01,508
2008-10-13,2017-11-10,15962
2007-04-02,2010-11-03,20146
2014-05-16,2014-08-27,3677
2003-06-21,2005-06-20,34814
2006-01-07,2011-08-13,1027
2007-07-12,2007-07-16,96
2013-02-07,2013-02-15,1925
2014-02-19,2014-04-10,40
2014-03-31,2014-04-28,21
2007-02-24,2007-05-24,1667
2012-06-21,2012-06-22,90
2012-09-18,2012-11-26,3081
2014-10-15,2014-11-18,2241
2013-06-26,2013-11-25,661
2010-08-22,2019-09-16,19218
2007-05-23,2018-04-20,17132
2004-03-24,2005-02-19,9323
2005-09-14,2007-12-24,9713
2007-12-16,2010-02-19,465
2004-10-29,2005-02-11,4001
2006-07-22,2006-07-22,369
2005-05-28,2013-07-11,33247
2010-07-09,2010-07-12,30
2015-01-02,2018-05-22,3941
2006-06-08,2011-09-11,2045
2014-01-03,2014-01-03,429
2008-05-03,2008-08-08,178
2010-03-13,2017-05-13,211993
2006-01-03,2010-03-30,9943
2019-09-19,2019-10-18,602
2011-12-13,2012-05-31,2311
2004-02-13,2007-04-01,11730
2006-08-31,2006-12-11,361
2007-03-03,2008-11-13,6100
2005-02-25,2008-02-26,12490
2007-07-08,2007-09-07,3494
2007-07-31,2007-09-17,1774
2008-07-31,2008-08-13,500
2010-02-12,2015-03-18,1554
2009-07-21,2011-03-02,878
2011-01-29,2011-08-16,1848
2013-11-17,2019-07-04,15295
2014-07-30,2015-10-10,8457
2013-04-07,2015-10-06,646
2011-01-17,2015-10-05,3398
2015-06-06,2015-06-11,1011
2015-07-03,2016-05-29,1723
2016-06-14,2018-12-24,8853
2017-04-01,2018-10-13,853
2006-01-22,2006-06-05,6258
2006-01-28,2008-05-22,6483
2009-12-01,2010-02-09,2064
2018-10-20,2018-12-10,1625
2019-03-11,2019-05-07,1131
2005-06-13,2015-09-18,29212
2010-08-04,2010-10-15,99
2010-05-19,2013-07-03,3947
2013-01-10,2013-01-10,350
2006-11-12,2007-04-09,12122
2012-08-24,2012-10-27,3608
2012-06-21,2018-10-09,11497
2012-02-11,2019-02-22,8863
2016-02-06,2016-02-06,337
2017-07-30,2017-07-30,452
2017-03-29,2020-01-11,49977
2005-02-10,2005-04-02,451
2005-09-30,2010-02-02,54485
2011-08-10,2011-08-15,173
2011-11-25,2013-04-11,198
2018-10-22,2018-10-23,165
2017-02-14,2018-01-24,1751
2006-06-14,2009-10-03,16485
2010-08-31,2010-09-17,2094
2005-03-08,2005-08-07,1657
2005-05-26,2007-01-28,4560
2011-11-03,2015-11-11,909
2005-07-06,2007-02-28,11004
2006-03-01,2009-08-14,7090
2009-08-24,2010-03-28,209
2010-12-03,2010-12-29,123
2015-04-29,2015-07-04,3404
2019-11-03,2019-11-03,61
2004-09-22,2006-05-30,3978
2006-02-22,2006-07-27,4010
2017-01-29,2017-02-20,164
2006-12-02,2006-12-03,13
2007-08-06,2007-09-01,294
2009-03-02,2009-07-15,4332
2011-08-31,2011-08-31,84
2013-12-11,2015-11-06,10769
2017-01-31,2017-03-06,733
2006-07-12,2006-07-12,28
2002-08-10,2003-02-02,5162
2003-10-12,2003-11-15,1776
2002-12-23,2009-07-13,22468
2005-04-01,2005-05-11,1183
2005-05-21,2005-08-10,1956
2004-05-31,2006-04-04,2656
2005-08-05,2005-08-05,594
2005-12-23,2016-09-13,4146
2005-10-04,2005-12-03,471
2008-01-27,2008-11-16,7661
2006-01-27,2006-09-21,4484
2013-03-27,2013-03-27,539
2006-11-19,2006-11-19,67
2018-01-10,2019-02-23,1902
2007-03-12,2007-12-08,222
2007-01-15,2007-03-09,2596
2007-09-15,2007-12-24,347
2007-04-22,2007-10-13,2742
2005-04-01,2007-07-18,5932
2006-09-21,2015-05-07,29178
2007-10-26,2009-06-11,1225
2008-04-14,2008-11-12,903
2010-05-25,2010-05-27,112
2009-06-05,2009-08-08,153
2007-08-28,2011-03-16,113685
2009-06-26,2014-12-27,17033
2011-06-23,2011-06-29,56
2010-11-29,2012-01-07,5283
2009-12-11,2013-07-06,2740
2018-06-06,2019-12-22,6459
2017-02-11,2017-03-06,847
2017-06-21,2017-06-21,223
2018-11-18,2019-01-03,524
2019-09-10,2019-09-10,207
2006-06-17,2006-07-26,3438
2009-02-24,2009-02-24,110
2007-04-11,2012-07-20,7303
2013-02-08,2013-04-11,3329
2005-07-02,2006-04-30,846
2006-01-07,2008-06-23,10530
2008-02-03,2008-03-23,1375
2009-06-11,2013-07-28,2179
2013-12-09,2013-12-24,315
2017-01-02,2017-01-13,387
2017-10-16,2018-03-05,2125
2009-02-19,2018-11-04,9243
2011-10-27,2012-02-19,1198
2006-05-11,2010-08-19,49190
2015-04-30,2015-12-30,3048
2006-05-09,2006-05-23,1528
2006-05-02,2007-12-04,6179
2011-12-28,2015-02-07,5024
2010-08-08,2015-06-02,17417
2016-08-01,2016-08-08,257
2007-03-24,2009-07-31,9117
2006-03-05,2019-08-28,662
2006-07-19,2006-09-08,1439
2005-09-25,2019-06-03,865
2006-06-21,2008-08-12,11450
2006-05-06,2009-06-27,39406
2009-01-09,2009-05-03,1780
2009-02-26,2009-03-11,416
2007-10-26,2010-01-15,1201
2011-06-09,2011-08-11,1612
2011-09-13,2018-03-12,1028
2012-07-18,2012-07-18,21
2004-01-06,2006-12-14,2256
2006-07-18,2007-06-27,2675
2009-03-28,2010-12-07,2179
2013-08-14,2015-03-28,16061
2013-12-09,2018-09-04,8955
2016-04-30,2017-11-17,1075
2018-11-11,2018-11-12,15
2019-03-26,2019-03-26,8
2011-05-18,2011-12-18,5741
2014-08-23,2018-10-24,14960
2012-01-07,2012-04-22,1100
2007-01-13,2007-04-28,5584
2010-01-17,2012-01-09,12525
2008-01-29,2008-10-09,1400
2006-08-12,2006-10-02,782
2007-04-14,2007-05-02,550
2007-03-09,2007-10-30,7748
2012-09-17,2015-07-09,3478
2012-02-01,2013-01-20,8378
2017-03-19,2017-03-19,303
2005-02-18,2006-07-05,8577
2007-08-03,2007-08-03,2023
2011-01-23,2011-06-25,1777
2013-03-16,2013-11-11,4487
2002-08-16,2003-01-29,1657
2003-10-06,2003-11-12,755
2006-04-04,2007-01-18,1936
2007-02-13,2007-02-22,207
2007-04-27,2007-08-03,145
2007-01-28,2007-11-07,7908
2008-09-24,2008-10-07,1442
2009-05-26,2009-08-25,925
2011-04-22,2011-06-20,2805
2008-07-20,2017-12-28,137054
2008-01-02,2016-03-07,572
2012-09-09,2012-12-01,12884
2013-11-28,2013-11-28,44
2016-07-02,2016-07-02,1181
2016-11-07,2017-01-18,2384
2005-04-22,2007-08-26,9629
2010-03-31,2010-06-09,8321
2010-11-06,2012-11-17,253
2010-12-06,2011-08-23,291
2019-11-05,2019-12-05,325
2013-11-14,2014-02-22,599
2009-12-28,2015-03-01,30022
2009-08-01,2010-12-29,5199
2005-01-02,2006-09-12,4398
2010-02-11,2010-08-10,5519
2006-11-08,2018-07-08,17256
2009-10-06,2015-07-26,1902
2006-05-29,2006-06-14,503
2005-12-31,2007-01-03,45
2007-05-26,2007-05-26,62
2018-09-27,2018-10-08,204
2008-01-04,2008-02-06,772
2008-09-15,2008-09-15,9
2010-10-21,2011-04-16,2067
2011-07-23,2011-11-01,262
2010-09-18,2012-04-21,6212
2011-10-24,2011-11-10,87
2013-07-20,2014-01-02,5122
2010-01-24,2014-12-19,4315
2015-12-17,2016-09-27,208
2016-10-08,2016-10-10,299
2018-03-26,2018-03-26,32
2019-01-08,2019-06-23,894
2005-03-04,2013-12-07,10206
2006-08-30,2006-11-16,339
2009-11-04,2009-12-14,2641
2012-11-29,2015-10-17,929
2015-01-13,2017-03-04,19343
2016-04-13,2016-04-15,562
2005-08-16,2019-02-13,1179
2005-08-15,2006-10-23,1205
2006-12-03,2008-09-29,1500
2007-06-16,2007-06-24,953
2007-09-10,2007-10-16,71
2008-06-04,2009-01-16,429
2006-02-08,2012-02-02,134570
2007-04-26,2010-03-30,9877
2008-11-02,2011-09-20,399
2007-09-06,2007-09-06,420
2009-02-01,2010-03-24,2595
2008-08-02,2018-03-29,39674
2011-04-27,2013-07-21,12107
2012-03-26,2012-04-02,67
2014-03-27,2014-03-28,68
2015-07-14,2015-09-17,258
2015-10-10,2015-10-10,185
2015-12-10,2016-05-19,537
2014-10-17,2016-10-10,3091
2016-03-14,2016-08-05,1008
2016-12-01,2017-01-10,1126
2017-01-05,2017-08-15,2478
2018-11-01,2018-11-01,72
2007-12-27,2008-02-09,2046
2008-04-08,2008-08-26,338
2015-03-02,2015-11-10,7205
2006-06-29,2009-03-10,3142
2017-05-02,2018-01-10,618
2012-06-18,2018-06-06,6696
2010-01-10,2010-01-17,2054
2009-12-21,2016-05-14,15555
2006-07-16,2007-09-28,5214
2009-07-09,2009-07-09,34
2010-11-14,2010-12-15,345
2014-02-11,2014-02-12,357
2016-09-20,2016-09-20,12
2007-01-28,2017-04-19,1870
2008-11-11,2008-12-21,170
2009-01-24,2009-08-06,71
2005-10-13,2006-11-12,13632
2006-02-04,2010-02-23,2591
2006-08-12,2006-08-12,331
2011-08-29,2012-04-18,1073
2009-01-09,2009-01-09,43
2009-01-30,2009-01-30,35
2011-09-10,2011-10-19,170
2007-02-06,2008-04-12,1871
2015-06-04,2018-10-12,1540
2005-12-19,2008-09-02,3753
2006-05-19,2006-09-04,4923
2005-09-30,2008-04-02,4562
2009-12-18,2009-12-18,9
2011-10-17,2012-01-12,1137
2013-12-28,2013-12-28,23
2006-10-13,2006-11-05,823
2007-02-15,2009-10-03,660
2009-01-13,2009-01-14,39
2010-07-30,2011-03-02,313
2011-11-29,2011-11-29,68
2012-05-19,2012-06-10,29
2013-05-28,2013-10-04,113
2013-01-24,2013-12-12,1231
2014-01-01,2014-01-01,91
2013-12-31,2014-08-31,1743
2014-10-18,2014-10-18,94
2014-11-21,2014-11-28,596
2010-06-15,2016-08-19,2305
2016-02-21,2016-02-21,14
2018-01-18,2018-01-18,55
2006-02-12,2010-01-14,15015
2008-06-16,2009-03-23,188
2013-04-11,2019-10-14,4573
2005-01-30,2006-03-01,8918
2007-10-09,2007-10-09,69
2009-07-06,2010-03-12,821
2005-11-24,2009-08-09,445
2006-12-15,2006-12-15,66
2009-03-06,2009-11-23,121
2012-09-29,2017-10-19,25745
2011-09-14,2012-07-10,4298
2009-04-02,2013-08-30,1076
2006-10-17,2014-01-01,2910
2015-09-26,2015-10-23,1263
2006-04-05,2007-11-29,7346
2007-11-24,2007-11-24,39
2007-12-07,2007-12-08,267
2007-12-22,2007-12-27,238
2007-12-28,2007-12-29,113
2007-12-31,2007-12-31,62
2007-12-31,2008-01-02,526
2008-01-03,2008-01-15,317
2008-01-28,2008-01-29,60
2008-03-10,2008-03-14,122
2008-05-12,2008-05-12,34
2008-08-31,2008-09-10,34
2009-11-15,2010-01-22,548
2010-06-27,2010-10-19,176
2009-11-03,2010-12-04,1429
2006-08-17,2008-12-05,1964
2011-04-25,2011-10-17,55
2011-07-19,2012-07-01,4588
2012-04-28,2012-08-08,10725
2006-06-01,2016-09-22,17806
2013-07-10,2013-07-10,42
2006-05-08,2018-06-23,2391
2009-07-08,2009-07-21,29
2009-07-16,2009-07-29,526
2009-01-31,2018-03-06,15386
2018-08-16,2019-06-27,1069
2019-02-05,2019-02-05,22
2008-04-09,2010-09-19,142
2007-05-19,2007-07-16,1305
2011-01-20,2011-04-10,665
2014-12-01,2014-12-04,22
2014-12-22,2014-12-22,3
2015-05-17,2015-05-22,18
2015-06-09,2015-06-10,15
2015-12-30,2015-12-30,3
2015-12-30,2015-12-30,12
2019-02-10,2019-02-10,90
2007-10-29,2018-11-13,3263
2019-06-29,2019-07-31,377
2006-12-19,2007-04-13,1216
2008-07-03,2008-07-03,52
2009-07-27,2009-08-23,17
2008-09-28,2009-12-27,3685
2011-07-14,2011-07-14,357
2018-06-25,2018-06-25,58
2007-12-28,2008-02-29,146
2017-05-09,2017-06-21,177
2006-09-24,2006-12-11,3047
2005-09-08,2008-09-05,1425
2015-08-21,2018-06-06,93699
2004-09-20,2004-12-12,2804
2005-01-24,2005-01-24,242
2006-08-27,2006-08-27,2
2006-05-08,2008-05-21,1898
2007-05-20,2007-05-20,5
2007-05-17,2007-05-17,132
2007-07-26,2007-08-28,1061
2008-01-23,2008-01-23,4
2008-03-22,2008-04-12,39
2008-10-03,2008-10-14,69
2009-01-11,2009-01-15,70
2006-05-05,2013-02-03,1428
2010-10-31,2010-12-03,209
2008-12-25,2012-04-01,475
2011-06-17,2011-06-30,192
2011-07-24,2014-01-29,98
2012-04-21,2012-05-06,273
2006-07-15,2006-07-17,30
2006-05-01,2006-12-08,5355
2008-01-30,2008-02-16,273
2013-11-13,2014-01-12,3574
2015-01-18,2015-07-10,1186
2015-02-10,2015-02-15,236
2015-03-01,2015-03-01,52
2015-12-26,2015-12-26,171
2016-08-28,2016-09-22,458
2016-12-27,2016-12-30,132
2017-05-10,2017-06-23,477
2017-12-13,2018-02-09,305
2017-11-17,2018-01-30,1192
2018-12-24,2019-07-24,1849
2019-07-27,2019-08-08,93
2019-11-05,2019-11-05,75
2019-10-15,2019-10-16,31
2005-06-26,2009-07-30,5007
2007-11-15,2011-05-25,1525
2008-09-02,2008-09-08,173
2009-05-23,2009-06-25,271
2009-06-01,2009-08-18,80
2007-03-02,2007-08-08,870
2010-04-21,2010-11-15,1189
2010-04-19,2011-03-26,7844
2010-12-30,2011-04-09,297
2011-03-20,2011-08-20,2995
2017-08-05,2018-02-01,2800
2010-02-22,2010-04-24,344
2005-01-08,2006-08-26,16530
2015-08-22,2015-08-23,71
2005-03-30,2005-08-11,1253
2004-12-14,2006-11-02,2311
2005-02-07,2011-04-30,16056
2017-03-18,2017-06-15,241
2018-09-09,2019-08-28,104
2019-12-24,2019-12-24,91
2007-01-18,2008-01-21,4673
2006-12-27,2010-06-04,429
2006-06-01,2006-06-03,145
2007-02-08,2007-02-12,2998
2006-11-30,2006-11-30,60
2006-12-13,2006-12-21,767
2007-03-15,2007-03-15,20
2006-12-25,2008-07-15,335
2008-03-12,2008-05-05,1738
2009-02-04,2009-11-23,1879
2010-01-07,2010-01-07,218
2008-07-19,2010-07-12,3659
2011-04-08,2011-04-08,9
2011-04-06,2011-06-07,171
2019-09-23,2020-01-30,1179
2016-08-30,2016-09-05,1222
2017-05-20,2017-05-20,698
2017-09-17,2017-09-19,613
2018-01-13,2018-01-13,33
2019-09-17,2019-09-18,172
2008-01-30,2018-02-26,685
2006-09-23,2006-10-04,424
2006-10-08,2006-11-03,512
2009-12-14,2009-12-23,782
2011-12-26,2012-05-09,154
2004-12-27,2005-11-26,3264
2008-03-10,2008-03-15,234
2007-03-12,2018-11-21,7754
2007-03-15,2009-05-31,3822
2013-12-30,2014-02-17,869
2014-08-28,2014-08-28,222
2011-06-20,2017-04-29,2015
2018-11-18,2020-02-02,206
2006-01-04,2006-01-24,450
2007-12-19,2010-10-31,7881
2013-12-27,2014-04-30,1084
2015-07-26,2015-07-26,497
2018-01-02,2018-01-02,24
2010-12-19,2010-12-19,31
2016-10-12,2017-11-19,1359
2019-07-23,2019-10-08,796
2018-04-19,2018-04-25,56
2009-09-20,2015-04-29,84826
2019-05-24,2019-06-09,185
2010-01-18,2010-07-18,6035
2013-10-05,2014-02-25,3241
2018-03-01,2018-03-01,203
2019-01-27,2019-01-28,141
2016-03-02,2017-05-02,1550
2016-11-02,2016-11-12,1739
2018-04-24,2018-04-24,4
2009-05-14,2009-09-02,66
2011-06-18,2011-06-18,162
2015-04-30,2016-06-12,675
2006-07-10,2009-06-26,4808
2007-03-07,2009-04-08,1137
2008-12-09,2009-03-27,135
2008-11-05,2009-01-25,271
2009-11-02,2010-01-17,201
2011-07-10,2016-04-11,6116
2015-01-25,2015-02-18,351
2007-12-09,2008-01-14,347
2011-11-17,2012-12-31,13873
2015-04-30,2015-06-15,1731
2014-06-11,2014-06-26,241
2005-01-20,2006-03-18,12227
2012-02-10,2012-02-24,657
2012-10-12,2016-12-10,21643
2008-05-01,2008-07-06,273
2005-03-28,2006-03-19,1096
2006-02-05,2006-07-02,697
2006-02-07,2018-07-31,923
2007-09-06,2010-04-01,3162
2009-01-03,2009-07-10,747
2007-09-01,2008-08-29,5511
2006-09-18,2011-06-19,15362
2008-05-06,2008-05-09,67
2010-09-19,2010-12-31,3998
2010-08-09,2010-10-04,2590
2014-04-05,2014-06-14,1044
2011-04-04,2017-03-06,42220
2014-10-19,2015-07-08,3897
2014-08-21,2014-11-01,3
2005-06-10,2011-06-24,4454
2007-01-15,2009-08-30,482
2011-07-15,2011-07-15,80
2014-09-27,2015-01-01,702
2010-08-02,2019-11-29,1691
2005-08-18,2012-07-09,918
2009-01-25,2009-06-15,107
2010-07-06,2010-12-09,5889
2010-11-11,2010-12-15,314
2011-11-05,2012-03-27,7461
2013-05-30,2016-04-04,8236
2004-03-30,2012-12-26,4354
2011-04-16,2016-05-02,797
2010-09-27,2018-04-21,70023
2018-01-29,2018-09-10,93
2010-05-21,2010-09-06,1463
2015-09-22,2018-09-07,1752
2008-09-03,2008-09-03,2535
2008-03-06,2009-07-31,931
2006-08-29,2006-11-01,1664
2007-01-28,2010-09-25,732
2009-02-10,2009-10-13,2413
2009-09-01,2009-09-26,1344
2009-08-17,2009-10-14,1776
2013-06-24,2017-10-10,2087
2008-05-29,2019-11-08,16473
2014-02-12,2014-02-20,193
2005-12-18,2006-01-15,390
2006-11-27,2007-05-07,2964
2017-01-12,2017-04-05,1502
2009-04-20,2011-02-10,10752
2018-07-02,2018-07-02,34
2013-09-01,2013-09-01,60
2005-12-31,2009-01-20,5035
2010-07-04,2010-10-11,100
2013-11-20,2014-03-13,4072
2008-01-05,2008-01-17,84
2007-11-19,2008-05-09,71
2006-08-16,2007-03-23,1196
2009-05-25,2009-11-01,176
2011-08-29,2012-05-31,189
2011-09-24,2012-02-03,451
2012-05-21,2012-07-03,65
2013-02-08,2014-03-31,517
2013-04-22,2013-06-29,558
2012-06-08,2012-06-08,148
2013-05-21,2018-09-24,1499
2015-03-02,2019-04-18,292
2003-12-01,2003-12-10,592
2010-05-08,2010-05-27,99
2017-03-14,2017-03-15,17
2007-05-06,2007-06-06,419
2005-02-23,2010-07-24,6922
2011-01-05,2011-05-27,534
2005-08-23,2006-12-30,7978
2007-11-13,2011-06-11,24885
2010-05-04,2010-10-21,146
2007-11-26,2008-02-02,1541
2008-02-13,2009-09-27,2825
2008-10-22,2010-08-30,79150
2011-04-23,2011-08-14,2533
2016-10-01,2017-03-23,7185
2006-05-14,2007-02-18,7788
2011-04-27,2011-04-27,1723
2012-04-26,2012-04-26,114
2014-10-04,2019-09-23,1340
2014-08-06,2015-08-14,460
2016-02-28,2016-03-01,90
2017-04-10,2017-04-19,4548
2017-06-24,2018-01-21,2037
2018-07-17,2018-10-15,1943
2018-07-30,2018-08-14,196
2010-04-22,2010-10-02,775
2006-10-05,2006-10-05,11
2008-05-05,2008-05-05,56
2008-05-06,2008-05-06,32
2006-07-08,2011-08-29,2399
2007-11-09,2008-07-02,3890
2011-11-29,2011-12-25,422
2012-03-25,2019-07-03,95044
2015-11-19,2015-11-19,35
2009-11-26,2009-11-27,68
2015-10-29,2015-11-06,544
2017-01-11,2017-08-15,1603
2016-08-29,2017-07-19,13462
2007-04-16,2007-05-04,191
2005-01-24,2007-04-06,30838
2006-04-21,2010-03-22,49328
2006-05-21,2006-05-21,32
2011-04-01,2011-07-20,718
2015-04-20,2015-10-09,1735
2015-06-13,2015-08-14,264
2018-02-20,2018-02-20,363
2010-05-08,2012-10-21,4838
2007-05-16,2010-03-25,2475
2007-07-11,2007-11-05,433
2009-07-24,2009-07-25,171
2009-08-03,2009-09-11,1004
2006-12-21,2018-02-09,787
2007-11-20,2008-03-26,415
2008-01-27,2008-01-27,1865
2008-10-07,2008-10-07,37
2009-04-10,2010-06-17,579
2010-01-02,2011-03-25,4098
2002-01-14,2006-12-15,2326
2006-09-27,2006-10-11,48
2008-02-24,2008-05-03,490
2008-07-31,2008-08-17,174
2008-07-13,2008-07-27,281
2008-03-28,2008-11-19,3603
2010-01-05,2010-01-26,876
2013-01-06,2013-01-06,55
2011-07-16,2011-07-16,5
2012-05-26,2012-05-26,6
2015-12-06,2015-12-29,12
2012-05-19,2012-07-17,677
2007-03-27,2007-05-03,453
2005-12-25,2006-05-31,3411
2008-09-13,2008-09-13,26
2008-08-20,2009-02-25,1748
2005-07-21,2007-08-05,220
2007-08-18,2009-11-12,1269
2007-08-25,2010-05-20,849
2014-09-08,2014-09-08,214
2010-02-07,2010-04-10,592
2009-03-13,2009-05-21,1230
2010-09-19,2012-04-03,441
2017-11-17,2018-11-14,1048
2019-07-01,2019-07-01,16
2007-11-20,2013-07-22,1308
2019-05-29,2019-06-11,512
2007-01-02,2008-07-25,1511
2012-04-06,2012-04-06,2003
2017-08-15,2017-08-15,4
2010-06-16,2011-10-08,1880
2007-05-06,2007-10-07,3861
2018-12-14,2018-12-24,646
2015-08-01,2015-12-16,2941
2009-03-25,2009-03-25,4
2007-02-14,2007-03-23,158
2010-04-29,2012-07-10,168
2006-07-27,2006-10-19,155
2016-03-25,2018-02-17,36084
2006-08-21,2006-11-26,129
2007-02-15,2007-03-17,219
2008-03-09,2008-03-09,45
2008-03-30,2008-03-31,198
2008-04-20,2008-04-20,5
2007-01-21,2008-05-29,39
2008-04-23,2008-04-23,41
2008-05-22,2008-12-07,970
2008-04-21,2008-04-21,24
2008-06-13,2008-06-19,222
2008-09-12,2014-05-05,1986
2008-06-25,2008-12-11,90
2008-05-18,2009-11-13,1192
2009-11-06,2010-01-28,560
2009-12-28,2010-02-05,1325
2010-02-07,2010-02-20,259
2010-03-02,2010-03-02,140
2010-03-10,2010-03-14,147
2011-10-21,2011-10-21,4
2014-03-15,2017-04-17,732
2014-05-12,2014-05-12,53
2016-07-05,2016-08-09,118
2017-12-16,2017-12-16,58
2018-04-07,2018-04-07,166
2019-06-11,2019-08-19,1285
2013-11-20,2013-11-22,174
2014-01-04,2014-02-28,110
2006-06-30,2007-07-11,356
2006-10-17,2006-10-21,154
2006-09-06,2007-12-29,1502
2008-01-11,2008-04-11,822
2016-08-25,2016-08-26,31
2008-01-19,2008-01-24,6
2008-10-15,2008-11-07,121
2009-05-23,2009-06-08,152
2012-08-12,2012-11-03,1096
2013-01-13,2013-01-22,29
2013-06-04,2013-11-05,2118
2019-03-10,2019-03-11,32
2005-05-31,2010-11-21,2308
2009-10-09,2010-12-06,12847
2008-05-28,2008-06-01,509
2012-02-16,2012-03-15,329
2007-07-14,2007-08-04,228
2006-03-08,2006-11-28,2068
2007-01-01,2007-01-25,165
2006-07-14,2007-02-10,552
2006-07-16,2006-07-16,151
2007-07-06,2009-07-23,2063
2010-03-23,2010-03-31,81
2015-09-18,2015-10-18,140
2017-01-29,2017-05-19,152
2018-05-13,2018-05-13,94
2005-02-17,2005-03-02,79
2006-10-24,2008-06-13,248
2008-06-13,2008-06-14,5
2007-09-01,2008-06-18,36
2008-06-28,2008-06-28,5
2008-07-05,2008-07-05,15
2008-07-09,2008-07-09,5
2008-07-14,2008-07-14,6
2018-11-26,2019-01-05,111
2006-09-23,2007-03-30,1345
2010-10-08,2011-01-30,1347
2006-09-27,2007-10-24,11038
2005-08-31,2006-02-16,806
2008-03-01,2008-03-06,1026
2017-10-12,2018-01-07,1861
2018-05-25,2018-05-25,39
2007-12-06,2008-07-31,6279
2003-12-23,2009-03-25,1224
2008-05-27,2009-10-09,2849
2006-07-30,2007-01-20,1904
2007-01-30,2007-02-14,449
2007-11-28,2008-02-02,653
2005-09-21,2008-04-08,11062
2007-09-14,2007-11-12,44
2008-07-21,2008-08-24,821
2006-07-17,2012-10-15,31809
2013-07-11,2013-11-22,752
2009-02-20,2009-02-20,61
2010-05-21,2010-05-24,52
2012-05-12,2012-09-28,142
2012-08-19,2013-03-18,333
2012-11-02,2012-12-20,116
2018-10-20,2018-10-25,614
2006-11-30,2007-08-27,1321
2011-03-07,2011-03-12,334
2010-10-23,2016-08-11,3700
2017-01-09,2017-01-09,65
2011-02-09,2018-12-16,1811
2005-04-19,2005-11-28,1156
2006-03-08,2006-11-07,611
2007-07-08,2007-10-18,658
2007-03-17,2010-03-21,4575
2008-02-18,2014-12-23,5340
2013-09-09,2015-07-16,11
2017-08-29,2018-04-02,3171
2019-02-20,2020-03-31,1381
2018-09-12,2018-09-12,13
2003-03-08,2003-03-30,1239
2018-11-06,2018-11-06,2287
2012-12-16,2012-12-21,3402
2008-01-29,2008-02-02,318
2007-07-14,2007-07-15,162
2013-09-01,2017-05-06,6892
2010-05-25,2010-11-24,1114
2012-03-27,2013-07-25,1457
2013-10-26,2013-10-26,22
2014-09-10,2014-11-08,206
2014-12-26,2015-02-24,205
2016-09-09,2017-07-22,1068
2007-04-17,2007-12-19,4803
2007-12-15,2007-12-17,222
2012-06-18,2014-04-16,15752
2019-03-20,2019-04-30,2393
2005-10-24,2007-05-06,2204
2007-03-21,2007-04-10,126
2008-04-06,2008-04-20,150
2015-04-07,2015-04-16,315
