2006-02-21,2006-08-21,79357
2008-07-22,2009-04-02,9313
2010-02-26,2010-03-27,423994
2005-07-14,2005-08-10,19089
2007-03-04,2007-03-27,23038
2009-06-19,2009-06-19,809
2008-06-17,2008-06-24,5967
2018-12-05,2019-11-17,8532
2019-06-06,2019-08-16,196403
2010-06-13,2010-06-14,12089
2009-08-18,2010-01-19,9100
2015-07-09,2015-07-09,30908
2009-02-26,2009-02-26,70958
2005-10-16,2005-10-16,2379
2007-05-26,2007-05-26,6471
2010-12-30,2011-01-02,77080
2007-07-03,2007-08-25,3914
2009-06-15,2019-12-02,37954
2010-08-25,2010-08-25,9370
2011-04-23,2011-10-14,36676
2006-10-05,2008-10-13,62131
2006-04-03,2006-04-11,749
2011-02-03,2011-02-03,522
2017-06-29,2018-02-03,12350
2013-09-17,2019-08-26,1063140
2018-06-30,2019-06-18,1401
2009-02-05,2012-12-05,52703
2007-11-25,2010-07-22,38633
2013-04-07,2013-04-07,92858
2006-01-10,2006-01-10,15393
2007-06-09,2013-09-25,56449
2010-01-12,2010-09-21,103579
2007-09-25,2007-09-25,81
2006-07-26,2006-08-26,12879
2006-08-22,2010-01-13,900
2006-11-30,2006-11-30,491
2008-05-09,2011-02-15,87695
2009-06-05,2009-10-16,844
2007-03-04,2008-03-19,35137
2004-08-07,2005-04-19,35977
2006-01-13,2006-02-21,6259
2011-04-05,2011-10-20,716
2005-12-01,2006-12-28,4214
2007-07-10,2008-06-26,12504
2007-06-05,2007-06-05,5684
2006-08-28,2007-02-23,36187
2007-02-20,2007-02-20,2262
2008-05-13,2011-10-04,31172
2017-09-12,2020-03-31,13154
2008-03-13,2008-11-29,21151
2006-10-09,2007-04-12,6034
2007-04-14,2012-10-03,931095
2006-03-14,2006-10-06,1483
2006-11-30,2007-08-27,112652
2010-10-23,2010-11-18,18846
2010-05-01,2010-07-16,9377
2009-06-26,2009-07-25,14032
2013-04-09,2013-11-18,211258
2018-10-06,2018-10-21,26418
2008-05-07,2008-05-07,2611
2008-11-13,2013-02-01,5178
2008-08-13,2008-08-13,1478
2013-06-02,2020-03-17,116455
2008-04-20,2019-03-04,321777
2006-11-02,2007-04-30,4105
2009-01-14,2009-06-20,16721
2007-06-21,2009-06-02,181739
2008-02-20,2008-02-20,5847
2007-01-31,2008-05-07,2846
2010-11-10,2010-12-27,11251
2006-12-16,2012-02-17,103342
2009-01-19,2009-03-16,968
2011-04-18,2011-05-12,128223
2012-07-25,2020-04-01,595707
2006-12-01,2007-05-16,88417
2006-09-08,2006-12-03,858
2007-01-06,2007-01-13,19
2007-03-07,2009-10-26,42574
2006-08-04,2008-03-05,373034
2013-11-20,2014-03-05,9855
2009-03-14,2010-05-04,429945
2007-03-02,2012-01-05,109445
2006-03-23,2006-04-09,18395
2012-09-30,2012-09-30,1154
2014-09-29,2020-03-31,19696
2018-07-28,2019-04-10,66185
2014-07-01,2020-04-01,32566
2007-09-07,2009-01-21,364509
2018-01-16,2018-10-12,127132
2008-04-27,2010-09-17,114205
2009-08-16,2014-01-19,1287
2010-01-04,2013-09-02,79907
2005-05-04,2005-06-18,2278
2007-10-03,2007-12-19,130574
2009-08-27,2009-08-27,791
2010-11-12,2010-12-10,15653
2005-09-06,2005-12-05,296
2007-09-02,2008-02-19,80
2012-04-01,2012-04-02,11534
2016-05-25,2020-04-02,116837
2017-11-16,2019-08-01,3285
2014-07-01,2017-12-15,12787
2008-05-30,2011-12-12,115686
2009-02-01,2009-02-03,74524
2009-07-26,2011-03-13,356312
2013-08-20,2015-06-14,317040
2010-02-23,2020-03-31,192454
2006-12-11,2007-02-06,1052
2011-05-05,2012-06-26,50156
2008-02-03,2009-12-01,9677
2008-01-10,2020-04-02,755705
2006-05-26,2006-08-24,11587
2018-07-25,2018-09-16,14658
2007-01-05,2008-04-14,3593
2008-07-17,2008-07-17,1460
2007-03-10,2013-10-02,226171
2005-09-02,2007-07-30,3337
2009-09-25,2010-03-01,33737
2009-05-30,2009-09-27,2386
2009-02-25,2009-09-05,53256
2011-02-07,2011-02-24,114571
2011-07-26,2012-05-25,8507
2006-11-14,2007-01-23,9251
2011-05-20,2011-06-26,27659
2013-10-26,2020-04-02,1177339
2007-11-19,2008-04-16,119980
2018-10-14,2019-01-11,4064
2012-11-16,2015-09-14,2328
2012-11-10,2012-11-10,863
2007-01-22,2011-01-19,38854
2007-08-14,2015-08-20,64747
2009-10-28,2009-11-08,12281
2007-08-21,2010-12-12,502140
2007-02-02,2008-06-21,44346
2008-09-05,2008-09-09,5639
2006-09-13,2007-05-19,22201
2007-03-05,2009-01-31,71458
2006-09-18,2007-03-02,15073
2018-04-02,2018-04-02,115205
2007-04-13,2007-04-13,3208
2011-11-17,2011-12-22,1006
2008-07-17,2008-07-17,4986
2019-12-28,2019-12-28,468
2007-09-05,2013-09-02,181904
2010-05-08,2011-01-10,8986
2011-11-23,2020-03-31,14571
2006-02-21,2006-03-19,1302
2011-12-18,2012-02-15,149635
2007-05-06,2007-06-28,3146
2008-01-12,2008-03-16,1811
2015-07-15,2017-12-16,56768
2005-11-06,2005-12-15,11113
2005-03-04,2005-03-07,3860
2008-05-14,2015-06-16,19758
2010-06-08,2011-11-26,126277
2009-05-12,2009-10-29,5618
2010-03-05,2020-03-30,244459
2008-07-02,2008-12-16,38429
2013-10-14,2013-10-14,193033
2018-12-05,2020-03-30,40967
2006-03-14,2006-05-03,772
2014-10-01,2016-12-22,1220
2009-05-11,2011-06-26,63839
2007-03-24,2007-03-24,69407
2006-09-16,2006-09-17,1609
2007-08-22,2008-09-06,14136
2006-11-04,2006-11-11,658
2008-11-26,2008-12-14,11716
2013-02-10,2014-03-15,69120
2010-12-27,2011-02-14,2179
2006-03-25,2006-03-25,3730
2013-02-22,2016-02-12,16470
2005-08-24,2005-08-27,990
2005-08-06,2006-10-02,2576
2005-05-21,2005-10-31,396
2007-03-11,2013-08-18,297816
2015-08-02,2019-11-19,1288489
2006-10-19,2007-03-29,12284
2009-11-30,2012-07-18,141158
2007-10-27,2007-10-31,4193
2012-01-03,2012-01-11,35068
2004-08-29,2004-08-29,418
2008-12-19,2009-11-21,1184
2006-10-07,2007-10-22,15283
2006-05-15,2009-10-26,54426
2016-04-03,2016-10-20,15859
2009-05-25,2009-06-11,4202
2010-06-26,2010-06-26,228
2011-09-20,2018-10-24,39345
2006-08-26,2006-08-26,54
2006-03-05,2007-06-09,31726
2009-04-26,2009-09-22,96
2009-11-13,2009-12-11,3603
2007-03-31,2008-01-14,45698
2009-01-24,2010-02-21,79
2008-11-08,2008-11-08,83
2010-10-28,2010-10-28,60
2007-08-07,2007-08-07,273
2011-08-16,2011-08-16,164922
2009-10-06,2009-10-06,1954
2010-07-25,2013-04-27,38991
2008-12-11,2010-12-10,15279
2007-10-14,2007-11-03,481
2016-07-26,2016-07-26,6027
2006-04-02,2006-04-10,307
2007-08-08,2016-03-12,131574
2008-01-12,2009-08-19,126559
2013-04-18,2013-04-18,1011
2012-11-23,2012-12-24,2764
2009-02-08,2009-02-08,112
2011-09-29,2014-06-26,4891
2011-04-10,2014-06-30,1352
2011-04-11,2011-04-11,2614
2006-07-20,2006-10-23,17562
2007-04-16,2008-08-20,46
2009-01-14,2012-06-10,17457
2008-07-07,2010-01-01,13240
2016-06-02,2016-06-02,9652
2009-05-18,2009-12-27,106513
2007-05-13,2007-05-13,869
2008-05-25,2009-01-19,17252
2007-05-25,2007-05-27,114
2007-06-01,2007-07-28,1330
2012-06-23,2012-09-28,2199
2006-07-01,2006-11-10,33166
2007-03-20,2008-01-23,10962
2007-12-02,2008-05-22,5242
2007-01-25,2009-04-04,52040
2007-05-30,2007-05-30,25916
2009-10-22,2013-04-10,339158
2007-07-08,2009-07-18,24803
2006-03-06,2006-03-06,497
2004-10-07,2004-10-07,89
2009-03-26,2014-09-26,4966
2009-08-29,2009-08-29,2680
2007-04-08,2007-04-08,1140
2017-06-06,2017-08-10,14860
2007-09-06,2007-09-06,481
2007-06-10,2008-01-22,721
2007-06-06,2007-06-07,710
2008-07-06,2008-07-06,13626
2013-05-19,2020-01-14,8841
2006-05-19,2006-05-19,1519
2015-05-29,2018-12-27,195797
2011-03-07,2011-03-07,565803
2014-10-31,2014-10-31,161439
2008-01-10,2008-01-25,27853
2019-08-22,2020-03-15,3194
2009-01-17,2015-03-08,145533
2008-12-23,2008-12-23,8
2007-10-14,2009-04-18,113893
2008-09-21,2014-09-29,25595
2008-11-18,2008-12-31,2984
2018-09-08,2019-03-22,6479
2007-03-23,2007-04-02,702
2010-03-26,2010-03-26,241
2007-01-20,2007-01-21,603
2018-11-22,2019-06-06,88937
2008-05-29,2009-02-16,1710
2008-04-15,2008-05-01,1102
2007-01-04,2007-01-04,6297
2009-01-05,2010-02-15,24419
2015-07-11,2015-07-11,275
2006-10-06,2006-11-05,2699
2009-09-08,2011-05-08,3729
2015-05-18,2020-04-02,505554
2011-02-06,2011-03-09,23311
2014-05-03,2014-05-03,44297
2006-11-30,2007-01-12,399
2007-08-06,2009-10-31,719
2010-01-29,2010-01-29,6230
2007-01-02,2007-01-02,51295
2010-01-04,2014-06-30,105743
2018-12-07,2018-12-07,5446
2009-02-09,2010-11-17,2125
2006-11-21,2006-12-03,632
2013-12-12,2013-12-12,24
2009-02-23,2009-09-02,17838
2009-02-06,2009-05-05,984
2011-12-04,2013-07-12,30545
2007-02-25,2007-04-28,2850
2010-09-19,2012-03-12,3020
2007-10-16,2007-10-16,114
2006-07-14,2009-07-07,2731
2013-06-26,2017-10-02,53720
2008-03-08,2009-06-07,8952
2016-09-15,2017-02-01,468051
2018-11-21,2018-11-21,173
2007-08-31,2011-07-15,117258
2007-01-21,2007-01-27,335
2018-07-24,2019-10-31,54609
2012-12-01,2016-01-21,14743
2007-03-15,2007-05-13,3844
2012-01-21,2012-12-24,8043
2011-07-14,2011-07-14,73
2011-12-28,2012-01-01,420876
2011-01-16,2011-02-12,2341
2005-09-24,2005-09-24,4666
2006-08-28,2006-10-01,506
2008-06-09,2008-06-20,2766
2006-09-11,2006-12-17,1094
2008-04-24,2008-10-17,4718
2012-01-09,2013-01-06,4009
2008-04-20,2008-05-04,202
2008-07-18,2008-07-18,22233
2006-06-05,2006-06-05,461
2008-06-05,2008-09-30,52
2009-08-22,2009-08-23,3305
2007-12-20,2007-12-30,92
2017-05-28,2020-04-01,13843
2006-11-13,2006-11-13,13281
2009-04-05,2009-04-07,2216
2009-04-04,2009-04-04,156
2009-09-27,2009-09-27,29286
2008-04-30,2008-04-30,17129
2007-05-31,2007-05-31,9
2012-10-01,2018-12-13,295433
2007-05-08,2007-05-22,524
2007-07-16,2007-08-04,10
2019-06-29,2019-07-04,18854
2006-11-23,2007-02-25,30
2019-04-26,2019-04-28,265
2009-12-14,2009-12-14,74
2007-09-16,2007-09-20,610
2017-09-25,2017-09-25,907
2011-06-17,2011-06-17,8081
2018-12-04,2018-12-04,9073
2012-05-11,2012-05-11,384
2007-08-09,2007-10-14,410
2007-01-02,2012-07-21,158992
2018-06-05,2018-08-12,102
2019-02-27,2019-03-05,16
2007-07-20,2007-07-23,1457
2018-03-21,2020-03-21,55661
2010-09-04,2010-10-01,1781
2018-04-02,2018-04-02,49
2007-03-26,2007-03-26,725628
2016-05-08,2018-05-12,8705
2009-09-16,2009-09-18,8
2010-08-04,2010-08-04,9
2007-11-23,2007-11-23,4
2007-10-17,2007-10-18,84
2007-12-29,2008-01-02,1075
2015-06-17,2015-06-17,47
2008-11-21,2008-11-30,30
2009-12-27,2009-12-27,3
2012-12-27,2012-12-27,19850
2010-10-30,2010-12-07,31
2012-08-25,2015-09-24,22222
2015-03-10,2015-03-10,23
